Elemento,Area,Area proteina dentro de celuala,Porcentaje proteina dentro de celula,Eje mayor,Eje menor,Orientacion,Inten_media nucleo,Inten_media_proteina,Estado,Region de pertenencia
164,356,0,0,26.7472743557358,17.0923773243191,20.688649461107,0.443511786737167,0.00145406477197621,0,3
165,474,189,39.873417721519,27.8206425077383,22.4031114823234,-87.0169922319918,0.105576238934392,0.111078017704973,1,3
166,466,0,0,28.0847763598961,21.8704718017374,46.8172694022739,0.144652023899689,0.00477993772616342,0,3
167,150,0,0,16.8804312353528,11.4656286922491,85.3649341720642,0.107450980392157,0.00405228758169934,0,3
168,211,0,0,20.1288594170264,13.593627787865,-73.4963582709498,0.886887835703001,0.00299228696217823,0,3
169,614,1,0.162866449511401,29.9442096033623,26.4445785454357,26.8825385922456,0.306610461774287,0.00806029252091714,0,3
170,249,0,0,23.0571315434841,13.9383970470377,-76.7992297065274,0.522277344672809,0.00448854240491377,0,3
171,186,0,0,24.3731710515736,10.2488454153294,-88.4679940403658,0.190174994729074,0.00995150748471431,0,3
172,493,323,65.5172413793103,28.5025601392069,22.6510500625648,-18.4992920317974,0.266070079147278,0.169001312492543,1,3
173,202,0,0,18.1070220446151,14.4584544532675,77.7040423869448,0.123257619879635,0.00199961172587847,0,3
174,382,0,0,28.9099752629603,18.5642115100943,7.17881090343405,0.332624987167642,0.0158505286931526,0,3
175,599,0,0,29.6412007001169,25.8392363296246,18.5412985960202,0.27411699237291,0.00365969426167795,0,3
176,276,0,0,20.2308899082513,17.4594649593456,-75.151923927613,0.21074168797954,0.00207445296959363,0,3
177,317,0,0,25.8559415648485,15.6818852788082,-9.37292396871886,0.462299746396982,0.00288241479557122,0,3
178,1213,175,14.4270403957131,60.0989792115762,29.494531903925,-20.5629093236935,0.244356077138193,0.0515170618948324,2,3
179,168,0,0,16.3590826903534,13.1923251555076,-84.2902728472229,0.177357609710551,0.00107376283846872,0,3
180,669,0,0,38.6157085185702,22.2723641311064,-22.2630604470861,0.183803745713533,0,0,3
181,207,156,75.3623188405797,18.4294818885379,14.4604446636312,48.0932125843404,0.324429288623662,0.192933598560197,1,3
182,216,205,94.9074074074074,23.888548546296,11.7097150553603,-74.8075942683946,0.56421568627451,0.338344226579521,1,3
183,613,144,23.4910277324633,32.6638398812995,24.091598495744,-77.8569440595357,0.231423727729265,0.0738508780347381,1,3
184,281,1,0.355871886120996,31.764490847811,11.6030267499631,-81.2342868967651,0.529481543507082,0.00406112622985137,0,3
185,685,197,28.7591240875912,41.5356515018454,21.5108609874226,-16.816357550379,0.338142264204953,0.0919937025905259,1,3
186,607,1,0.164744645799012,34.499794954192,23.7286910971732,-62.005557967251,0.203359498659431,0.0142520270052007,0,3
187,689,2,0.290275761973875,32.0436081404022,27.4436161699568,47.5423647958148,0.24898261191269,0.0118956145593215,0,3
188,218,58,26.605504587156,25.2831815265391,11.8470917624254,84.3639571781424,0.152203633747077,0.0890268033819031,1,3
189,215,2,0.930232558139535,22.3654169158807,12.3415016089593,-27.134510705781,0.79062471500228,0.0106155950752394,0,3
190,174,44,25.2873563218391,17.3200658156895,12.9683902730098,23.9610585147054,0.328645481180978,0.0853504620238899,1,3
191,665,0,0,30.1559726926762,28.2785432586452,43.3695046453182,0.24890461447737,0.00475895621406456,0,3
192,697,1,0.143472022955524,30.3392504952779,29.3336779788776,12.7376769148958,0.150476833488059,0.00431541339634849,0,3
193,562,0,0,28.9420035700093,24.8724664692355,64.3464379032914,0.327004396064476,0.00849208010606376,0,3
194,233,0,0,23.4872786733435,12.8337355448035,-40.5332361181798,0.123605150214592,0.00501556845914331,0,3
195,514,2,0.389105058365759,35.0823431837269,19.7415118870867,52.3501541599032,0.225825894560159,0.0102616922255283,0,3
196,466,0,0,26.0984179120923,23.1273278768511,-84.4369337928966,0.105714045274763,0.00114449213161659,0,3
197,321,2,0.623052959501558,24.1486278737229,17.0887284947515,50.1535520896621,0.550656648952416,0.0186793720603506,0,3
198,518,0,0,37.9824665857441,17.7957576352739,-25.2932175183851,0.127057309410251,0.000325535619653267,0,3
199,382,0,0,26.1070352420292,19.2243734679871,82.5374743350404,0.134329124319885,0.00205317729185915,0,3
200,150,0,0,17.2975327561348,11.13298924096,67.6757275166242,0.107450980392157,0.0127843137254902,0,3
201,441,0,0,33.8890498594215,17.6713292847459,54.1348015870146,0.264994886843627,0.000195633809079187,0,3
202,251,0,0,22.0931177246514,15.2768174714664,-37.2986758380396,0.399640653073979,0.0237168971174126,0,3
203,150,0,0,14.4957850149188,13.3115236260054,12.0950588426002,0.128209150326797,0.000679738562091503,0,3
204,497,0,0,27.5424328561435,23.1556948718415,85.8128517136776,0.1416104469957,0.0152759695427466,0,3
205,292,4,1.36986301369863,25.9320790432666,14.5648234463473,-54.0878341362181,0.70385441847972,0.0305667472468439,0,3
206,593,0,0,31.7243236077512,24.4594949773932,-82.1871323931482,0.197480408689615,0.00951625169460699,0,3
207,362,0,0,30.1372106776119,17.3753246299137,85.329841014824,0.19201603293251,0.00493987650308742,0,3
208,684,4,0.584795321637427,31.4704478525467,27.807147094247,-44.2992272576508,0.22821924091274,0.00858273133814928,0,3
209,688,2,0.290697674418605,36.2633988061033,26.9002405214237,-68.0359798259492,0.444807341541268,0.0158629730962152,2,3
210,507,0,0,28.4739517924474,23.3901283242956,-33.3693165784673,0.277039099663535,0.00752600843098579,0,3
